268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
164	164	165	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
111	111	290	164	164	165	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
111	71	72	72	111	290	164	164	165	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268
102	111	102	72	72	111	111	72	290	164	164	165	268	268	268	268	268	268	268	268	268	268	268	268
111	111	72	102	72	111	102	111	111	134	134	290	164	164	164	164	165	268	268	268	268	268	268	268
71	111	111	111	71	72	111	71	111	111	111	134	102	72	71	111	290	164	164	164	164	164	164	164
72	102	111	71	111	111	111	111	111	111	102	72	111	111	134	72	71	111	102	134	71	134	111	111
111	111	102	72	134	72	102	111	72	111	72	111	111	111	102	111	102	71	111	71	111	102	111	102
111	111	134	134	134	71	102	134	71	111	102	102	102	111	134	111	111	71	111	134	134	111	102	72
71	111	134	111	111	111	72	111	111	111	111	111	111	111	102	111	102	102	72	111	102	102	102	134
102	71	102	71	72	111	111	111	111	111	134	111	111	111	134	72	72	72	134	134	71	134	102	258

