135	72	134	102	134	134	102	111	102	111	72	111	71	135	111	134	71	134	111	71	111	71	111	71
71	111	102	72	111	134	72	71	71	134	134	111	111	102	111	72	134	111	134	102	111	111	111	134
72	111	111	111	72	111	136	111	71	136	134	71	111	72	102	72	134	71	111	71	134	72	71	111
111	111	111	134	102	111	71	72	72	134	111	111	72	111	72	72	72	71	71	102	71	71	72	111
71	111	134	72	72	111	111	102	71	134	102	111	72	134	102	134	111	72	111	102	134	102	111	111
134	72	102	134	102	71	111	72	72	72	111	72	71	134	71	72	102	111	111	102	72	111	102	102
72	71	111	71	111	71	111	71	71	111	111	102	102	71	71	71	134	134	134	111	134	111	102	258
111	72	111	72	71	72	71	111	72	111	102	111	71	111	111	134	102	102	134	71	71	258	228	229
134	72	72	134	71	135	71	111	111	111	111	134	71	71	111	72	71	111	72	111	258	229	268	268
134	71	102	111	134	71	111	134	102	111	102	102	111	111	111	111	102	258	228	228	229	268	268	268
71	71	71	72	72	71	134	111	111	102	134	111	111	71	72	258	228	229	268	268	268	268	268	268
71	111	72	111	72	134	71	71	102	134	102	111	71	258	228	229	268	268	268	268	268	268	268	163
71	71	72	111	134	71	134	71	72	111	258	228	228	229	268	268	268	268	268	268	268	268	268	227
134	71	111	134	134	72	134	134	258	228	229	268	268	268	268	268	268	268	268	268	268	268	268	163
111	111	111	111	71	258	228	228	229	268	268	268	268	268	268	268	268	268	268	268	268	163	164	291

