71	71	102	134	105	106	102	72	102	72	106	72	71	106	72	106	106	102	132	74	75	111	111	54
111	111	71	73	133	71	106	134	106	106	106	72	102	134	134	106	106	134	71	134	132	75	111	145
102	134	72	105	72	102	106	102	72	106	134	71	106	71	71	102	72	134	106	71	102	132	74	75
102	111	73	133	72	72	134	71	106	106	71	72	106	134	134	71	106	134	102	102	106	106	134	132
111	111	102	106	72	71	134	72	106	134	134	71	106	134	72	102	102	102	71	134	106	106	102	134
134	72	72	106	71	106	106	71	134	72	71	106	134	72	102	106	106	134	134	71	106	102	71	71
72	111	134	106	71	102	102	102	102	106	106	134	72	106	106	72	71	102	106	102	134	106	102	72
111	72	111	71	102	134	134	106	102	134	134	71	102	71	71	71	102	106	134	106	71	106	106	106
71	111	72	106	106	102	134	102	106	106	71	106	102	134	106	102	71	106	72	106	102	134	106	71
134	72	137	101	106	102	106	106	134	106	72	106	71	72	72	106	106	72	106	134	71	71	134	106
103	102	72	105	72	102	134	134	72	134	134	106	102	72	106	134	106	106	134	134	102	106	102	134
134	134	111	105	106	106	106	106	106	106	71	72	106	106	72	134	134	102	106	106	106	72	71	102
111	111	111	105	72	106	72	106	134	135	72	72	106	106	102	102	73	74	134	71	106	74	75	102
71	72	111	137	101	102	106	106	102	106	106	106	71	134	71	72	105	134	111	106	111	111	132	74
72	134	102	134	105	71	135	134	102	102	106	102	106	106	106	73	133	72	102	111	111	111	134	72

