44	43	50	50	12	12	50	50	12	50	12	11	11	44	50	11	43	43	11	44	50	43	43	194
79	82	80	50	12	50	12	44	44	11	12	44	50	50	50	50	12	44	44	11	43	44	43	288
111	17	144	78	80	12	50	43	43	44	11	12	43	43	12	50	44	12	50	50	11	50	50	44
111	49	50	142	144	11	50	11	42	50	50	43	43	44	12	50	50	11	50	43	12	43	50	50
72	81	80	44	50	44	43	44	44	50	43	43	12	11	44	43	44	11	50	44	50	11	50	50
102	102	112	78	82	80	43	11	43	50	11	50	11	12	43	50	50	44	12	50	44	50	44	50
102	72	49	142	19	81	80	44	50	50	50	11	44	12	50	44	11	44	11	50	50	43	11	11
111	72	81	80	142	143	144	12	50	44	11	50	50	50	50	50	43	50	50	50	12	50	11	43
134	71	134	49	43	43	50	43	44	44	44	43	11	50	12	44	43	50	12	43	11	50	12	50
102	71	17	144	78	80	50	12	50	43	44	50	50	50	12	50	12	11	44	43	50	44	50	43
71	111	49	50	142	144	43	12	11	50	43	50	44	50	11	43	43	50	44	43	12	43	50	43
71	72	81	82	79	82	79	80	12	44	11	12	12	43	11	44	12	11	50	50	50	44	50	43
134	111	111	134	102	72	72	112	78	82	80	50	11	12	11	44	11	44	11	44	12	50	44	12
134	111	111	72	102	111	134	49	110	17	144	12	44	12	50	11	11	50	12	44	43	11	12	12
71	102	111	102	111	111	72	49	110	49	50	50	44	44	50	11	44	43	50	50	9	50	50	44

