72	111	111	111	111	111	290	165	268	268	268	268	268	227	228	228	259	102	71	134	111	111	111	71
134	71	111	102	71	134	72	290	164	165	268	268	268	268	268	268	227	228	228	228	228	228	228	228
134	71	71	134	102	111	71	134	102	290	164	164	165	268	268	268	268	268	268	268	268	268	268	268
72	134	72	111	72	102	71	102	72	72	72	71	290	164	164	165	268	268	268	268	268	268	268	268
102	111	71	134	102	71	71	72	134	111	71	72	134	71	71	290	164	164	164	164	165	268	268	268
111	71	71	72	102	111	111	72	72	72	111	111	134	71	111	111	111	102	71	72	290	164	164	164
134	71	134	72	134	102	72	111	111	71	71	134	102	111	134	111	111	111	111	72	72	102	134	71
111	111	111	102	102	102	111	71	111	71	71	72	71	72	72	111	72	111	71	72	72	72	72	111
111	111	71	72	102	134	134	134	102	134	71	111	111	102	111	111	111	102	111	111	111	72	111	71
111	102	102	72	134	134	102	102	71	71	134	111	111	71	102	71	111	134	72	111	102	102	134	134
111	102	111	102	111	134	111	102	134	111	111	111	111	111	72	72	134	103	111	72	134	71	111	72
72	71	111	134	111	72	102	134	134	111	102	102	134	72	102	134	72	111	111	102	102	134	72	134
71	71	134	102	111	71	134	111	134	72	111	111	111	111	111	102	111	72	111	111	71	72	102	111
111	71	102	111	102	134	71	111	102	111	71	102	102	71	71	111	134	111	134	111	71	71	103	111
102	102	72	111	71	102	102	111	134	134	111	134	111	111	72	72	111	72	71	111	72	72	102	134

