117	117	52	111	111	111	111	81	79	82	80	12	12	43	50	50	11	12	43	50	10	11	50	50
21	22	84	85	114	111	111	111	111	111	81	80	43	44	12	43	50	44	44	50	9	50	43	44
111	54	117	117	84	85	85	114	111	111	111	81	82	79	79	79	80	12	50	11	12	50	50	43
75	145	21	21	22	117	117	84	85	85	114	102	72	111	102	134	81	80	44	50	50	11	50	50
132	75	111	111	145	21	22	117	117	117	84	85	114	71	102	102	72	81	79	80	44	43	50	43
102	132	75	111	111	111	145	22	117	117	117	117	52	134	71	136	102	71	72	81	82	82	79	79
72	72	107	111	111	111	111	145	21	22	117	117	84	85	114	111	71	72	72	72	111	71	72	111
106	71	132	74	75	111	111	111	111	145	21	22	117	117	84	85	85	85	85	114	102	71	71	111
71	106	71	106	132	75	111	111	111	111	111	145	21	21	22	117	117	117	117	84	85	85	85	85
106	102	106	134	134	132	74	75	111	111	111	111	111	111	145	21	22	117	117	117	117	117	117	117
102	134	71	72	106	71	72	132	75	111	111	111	111	111	111	111	145	21	21	21	22	117	117	117
106	102	72	72	72	71	72	106	132	74	74	75	111	111	111	111	111	111	111	111	145	21	21	21
134	71	71	106	71	106	106	134	102	106	106	132	75	111	111	111	111	111	111	111	111	111	111	111
74	75	72	73	74	74	75	72	134	134	106	106	132	74	74	75	111	111	111	111	111	111	111	111
111	132	74	133	71	111	132	74	75	106	106	72	71	106	106	132	74	75	111	111	111	111	111	111

