33	43	44	44	12	33	11	33	43	12	12	43	33	33	11	33	33	44	43	44	44	43	11	34
11	43	11	12	43	11	44	44	33	43	43	44	43	43	33	12	33	44	33	12	11	12	3	66
11	44	44	12	11	11	12	12	43	33	33	33	11	44	33	11	44	33	44	12	12	33	34	50
65	65	65	11	50	43	50	43	44	43	12	12	65	65	65	65	4	33	43	11	33	44	34	50
11	12	12	50	44	50	50	50	12	50	50	12	12	11	11	43	64	65	65	4	12	12	34	12
43	12	44	44	12	43	43	11	44	50	44	50	12	50	9	12	50	43	43	64	65	65	66	44
11	44	50	12	50	44	43	50	44	43	11	43	43	12	12	11	43	44	50	43	44	43	43	43
50	44	11	11	11	11	43	44	12	11	12	50	50	50	11	50	50	43	12	50	50	43	12	43
50	11	11	11	44	43	11	43	11	50	43	11	12	43	50	50	11	11	12	43	42	50	50	44
50	50	50	12	12	50	43	43	50	12	44	11	43	50	11	43	11	12	11	50	11	43	44	44
225	225	257	43	12	44	11	50	50	50	50	12	50	12	43	12	12	50	50	43	43	11	12	44
268	268	224	225	225	225	225	257	43	50	44	43	50	43	43	50	43	50	12	44	43	11	43	11
268	268	268	268	268	268	268	224	225	225	225	257	50	11	50	12	50	50	50	11	12	50	11	12
268	268	268	268	268	268	268	268	268	268	268	224	225	225	225	257	44	44	44	44	50	50	50	11
268	268	268	268	268	268	268	268	268	268	268	268	268	268	268	224	225	257	50	44	50	44	10	11

