71	111	111	111	134	72	71	71	71	258	229	268	268	268	163	291	102	72	102	71	73	74	133	106
111	134	102	134	111	111	111	258	228	229	268	268	268	163	291	134	102	111	102	111	105	71	106	106
71	72	72	111	71	71	258	229	268	268	268	268	163	291	71	134	111	134	71	73	133	72	72	106
111	111	111	111	258	228	229	268	268	268	268	163	291	111	111	102	111	102	71	105	102	71	72	106
111	102	111	258	229	268	268	268	268	268	163	291	72	72	71	102	71	134	73	133	106	72	72	134
111	258	228	229	268	268	268	268	268	268	195	72	111	111	111	72	102	111	105	106	134	102	134	106
228	229	268	268	268	268	268	268	268	163	291	103	111	111	71	111	72	111	105	106	71	102	72	102
268	268	268	268	268	268	268	268	163	291	102	102	71	111	111	72	111	71	105	103	106	71	106	106
268	268	268	268	268	268	268	163	291	71	134	72	111	111	102	111	102	102	105	71	72	106	72	102
268	268	268	268	268	268	163	291	71	102	111	72	102	71	72	102	111	111	105	106	72	106	72	106
268	268	268	268	163	164	291	111	71	134	134	111	102	111	134	111	134	111	137	101	134	106	106	71
165	268	268	163	291	111	102	111	111	111	72	102	111	111	102	71	102	111	111	105	134	134	106	106
229	268	163	291	134	71	111	134	134	111	102	134	111	71	111	102	111	102	72	137	101	106	72	134
164	164	291	72	111	71	111	71	134	134	72	71	71	111	111	134	71	111	72	71	137	101	72	134
102	102	72	134	134	102	111	111	102	103	134	102	72	102	111	71	102	111	71	111	111	137	138	101

