33	34	50	50	50	50	50	12	50	50	50	12	44	12	50	50	12	43	43	50	12	44	50	11
65	66	12	43	12	50	12	43	12	50	11	50	11	50	43	50	50	50	44	50	12	44	12	44
11	11	11	43	12	50	44	50	12	50	44	43	78	82	80	78	80	11	50	12	11	43	50	12
12	50	11	11	44	11	11	50	78	82	79	80	142	18	144	142	144	43	43	44	78	80	50	12
50	11	12	11	50	43	78	79	83	102	72	81	80	50	50	78	79	79	80	50	142	144	78	79
11	12	50	50	50	12	142	19	71	71	134	102	81	80	50	142	19	111	81	79	79	82	83	72
50	11	50	11	11	11	12	142	19	111	111	71	111	81	82	80	142	143	18	18	143	19	102	102
50	50	12	78	82	82	79	82	83	71	111	111	111	111	17	144	50	50	50	50	50	51	111	102
12	78	79	83	102	111	111	71	71	72	72	111	111	102	49	78	79	79	79	82	82	83	72	72
82	83	102	134	71	111	71	134	102	111	111	102	72	111	112	142	18	19	72	111	134	134	71	111
111	135	111	111	71	134	102	134	111	102	72	111	134	71	81	79	80	142	143	18	19	102	72	111
102	72	111	111	71	111	111	72	102	111	111	71	134	134	111	134	81	79	79	80	110	102	111	134
111	111	111	71	102	134	134	111	134	71	111	102	134	136	71	71	111	111	102	81	83	71	111	111
85	85	85	85	85	85	114	111	72	102	111	72	134	111	102	111	102	102	72	111	111	111	102	111
117	117	117	117	117	117	84	85	85	114	111	71	134	111	134	134	111	134	111	71	111	111	72	102

