11	12	44	12	12	147	25	149	149	149	87	116	50	11	44	12	11	50	11	43	41	50	11	110
2	50	50	50	50	50	147	24	24	25	149	87	116	44	43	11	50	11	44	44	50	50	50	142
35	1	1	2	50	11	50	11	33	147	25	149	87	116	50	50	50	50	44	50	44	43	11	12
44	11	33	35	2	50	12	11	50	33	147	25	149	87	116	12	12	11	12	43	50	11	44	50
43	11	12	11	35	2	50	12	11	50	33	147	25	149	87	116	50	50	50	11	44	11	50	12
33	44	33	11	12	35	2	11	43	11	50	33	147	25	149	87	116	44	44	11	43	44	50	44
44	43	44	12	11	33	35	2	11	50	43	50	33	57	149	149	87	88	88	88	116	115	88	88
33	43	44	43	44	33	44	34	11	11	11	50	50	147	24	25	149	149	23	25	87	89	149	23
33	11	43	33	33	11	43	35	1	2	12	12	50	44	12	147	24	24	148	147	24	25	23	148
116	33	44	33	33	33	33	43	44	35	1	1	2	11	12	50	11	43	50	50	12	147	148	43
87	116	12	44	12	11	11	44	33	33	33	43	35	1	2	43	11	12	43	12	50	43	12	43
149	55	44	44	43	43	11	33	12	33	12	10	11	33	35	2	43	11	50	12	50	11	43	43
24	148	43	12	11	33	33	11	33	33	44	11	33	43	33	35	2	44	44	11	12	44	50	43
12	11	44	11	12	11	12	43	11	12	12	11	43	11	33	43	34	50	43	12	43	44	11	11
11	33	33	33	12	33	33	44	44	33	11	33	43	33	43	43	34	43	44	43	50	12	50	44

