102	102	111	71	134	102	134	134	111	134	72	71	111	17	144	78	80	44	43	50	44	50	50	12
102	111	102	111	111	72	71	111	134	111	71	72	17	144	44	142	144	12	50	12	43	43	50	12
102	134	111	71	134	102	71	111	72	102	111	17	144	11	44	11	50	43	43	11	50	50	50	50
111	111	102	111	111	134	71	102	102	72	17	144	50	50	43	50	44	11	50	11	50	43	44	43
134	111	72	102	102	111	102	102	111	134	49	44	44	11	50	43	50	12	11	50	12	43	50	43
72	111	111	111	71	102	111	102	17	143	144	50	44	50	50	44	50	12	12	50	12	115	88	88
102	104	71	111	72	71	102	17	144	44	44	50	12	12	43	50	43	50	11	44	43	57	149	149
102	111	71	134	102	102	17	144	50	50	12	50	11	44	11	50	43	50	115	88	88	89	149	23
134	111	72	111	111	17	144	12	43	44	50	11	50	11	50	12	11	43	57	149	149	23	24	148
111	111	72	134	111	112	43	43	44	44	44	12	44	50	11	12	11	115	89	149	23	148	50	50
102	111	111	17	143	144	12	44	44	12	50	50	11	44	44	115	88	89	149	149	55	50	50	50
111	102	17	144	50	50	44	11	44	50	12	44	10	50	44	57	149	149	149	23	148	50	43	43
111	17	144	11	11	50	11	43	44	11	12	43	11	33	11	57	149	149	23	148	50	11	50	12
72	112	50	50	44	43	44	50	43	50	12	44	50	33	33	57	149	149	55	50	50	11	11	50
17	144	50	44	43	50	11	50	50	44	44	50	0	1	1	57	23	25	55	1	2	44	50	11

