111	72	102	102	72	72	111	134	111	102	72	71	290	165	268	268	268	268	268	195	71	134	111	72
19	111	111	72	102	71	72	102	71	134	71	71	71	197	268	268	268	268	268	227	259	72	134	134
142	19	71	71	102	111	111	71	111	111	102	71	72	197	268	268	268	268	268	268	195	72	102	102
50	142	19	111	102	111	111	72	72	71	71	111	111	290	165	268	268	268	268	268	195	102	111	71
11	43	142	19	102	111	111	111	111	71	102	72	111	102	197	268	268	268	268	268	195	111	102	71
43	50	43	51	134	71	111	102	134	71	111	111	102	111	290	165	268	268	268	268	227	259	72	111
116	11	11	142	19	72	111	134	111	102	72	72	102	71	71	197	268	268	268	268	268	195	72	134
148	33	50	10	142	19	102	111	71	134	111	102	134	111	486	487	488	488	488	488	488	491	492	111
50	50	33	44	50	51	102	102	111	134	71	102	71	102	518	519	520	520	520	520	520	523	524	102
115	116	115	116	115	142	19	102	111	72	72	102	111	71	550	551	552	552	552	552	552	555	556	72
147	148	57	55	147	148	110	134	111	111	134	111	72	134	111	290	165	268	268	268	268	195	72	111
11	12	147	148	50	11	110	134	72	72	111	134	134	134	111	71	197	268	268	268	268	195	71	71
43	44	50	11	12	50	142	19	111	72	72	111	71	134	134	72	197	268	268	268	268	195	102	134
50	43	50	44	50	50	50	110	71	134	111	134	72	71	72	102	197	268	268	268	268	195	104	134
50	12	11	50	11	11	11	110	134	134	111	71	111	102	134	111	197	268	268	268	268	195	134	111

