102	111	134	134	102	102	102	71	102	71	71	111	71	102	71	111	134	134	111	111	71	134	111	137
111	72	71	111	71	111	111	111	134	111	71	71	111	72	111	134	134	111	102	102	111	72	111	136
134	71	111	71	102	102	102	111	17	143	143	143	19	72	17	18	143	143	18	19	71	71	72	134
111	102	72	134	71	71	17	18	144	43	11	12	142	18	144	12	78	79	80	142	19	71	72	71
111	71	72	111	102	17	144	11	11	44	11	50	44	44	11	44	142	18	144	12	142	18	19	71
72	111	111	72	17	144	50	44	11	43	12	43	44	50	44	43	44	44	44	50	43	50	142	18
72	111	111	17	144	50	11	50	12	44	11	50	12	50	44	50	12	50	50	12	11	12	11	50
102	71	17	144	43	44	44	11	50	50	44	44	12	50	12	12	50	44	11	11	12	50	50	50
102	17	144	78	80	50	43	12	11	12	43	43	50	50	43	44	50	11	50	43	43	50	50	11
17	144	50	110	49	50	50	12	50	50	43	11	44	50	50	50	44	44	11	44	50	11	50	50
144	44	44	142	144	43	11	44	50	11	50	43	43	50	43	44	50	44	44	44	12	12	50	11
50	11	11	43	43	44	11	43	50	50	44	50	11	11	11	43	43	43	50	50	12	44	44	44
50	43	44	50	50	50	12	43	50	50	50	43	256	225	225	225	225	225	225	225	257	12	50	50
44	50	44	50	50	11	50	50	256	225	225	225	226	268	268	268	268	268	268	268	224	225	225	225
12	11	12	256	225	225	225	225	226	268	268	268	268	268	268	268	268	268	268	268	268	268	268	268

