71	71	111	72	72	72	72	54	117	84	114	72	102	134	111	71	111	134	134	111	111	72	111	111
134	134	111	111	102	134	134	145	22	117	52	102	72	111	111	134	111	102	102	134	111	134	72	111
71	111	111	111	71	102	72	71	54	117	84	114	72	111	136	102	111	111	72	111	111	111	71	71
111	72	134	102	72	72	111	71	145	22	117	84	85	114	111	111	111	102	111	111	134	136	71	111
111	102	111	102	102	71	134	111	71	54	117	117	117	84	114	111	111	111	71	71	71	71	71	111
102	111	72	102	71	111	111	111	102	145	22	20	22	117	84	114	71	111	102	111	134	111	72	134
102	71	111	72	111	111	111	102	72	71	54	84	86	117	117	84	85	114	111	111	111	111	134	71
71	111	111	72	111	134	104	71	134	134	145	21	22	117	117	117	117	84	114	102	111	134	134	71
102	134	111	111	111	111	71	102	102	134	134	111	145	22	117	117	117	117	84	85	85	85	85	85
111	71	111	102	134	71	72	134	111	111	72	111	72	145	21	21	22	117	117	117	117	117	117	117
134	102	134	71	102	72	71	136	111	111	71	71	71	134	72	72	145	21	21	21	21	21	21	21
72	72	102	111	71	134	111	72	111	111	72	102	71	111	71	102	111	71	71	72	71	111	72	134
72	102	111	134	71	71	111	134	102	71	111	72	111	111	102	111	111	111	111	102	111	111	102	258
71	71	72	134	72	134	111	72	71	71	111	102	72	71	102	111	72	71	111	111	111	71	258	229
111	71	111	72	102	111	104	102	72	111	102	102	111	71	102	111	102	111	111	72	111	111	197	268

