52	71	102	71	81	80	142	19	111	111	81	80	44	44	50	12	50	12	50	12	50	12	41	44
52	111	102	72	134	112	50	51	134	71	134	81	80	43	50	50	50	11	12	11	12	43	44	50
52	102	72	71	71	49	50	142	19	72	134	71	81	82	80	43	11	50	44	50	11	44	50	11
52	72	102	71	111	81	80	50	51	111	72	111	102	102	112	50	50	12	50	12	43	44	50	50
52	111	102	134	71	71	81	79	83	111	102	102	71	17	144	43	11	43	50	50	50	44	50	44
84	114	71	71	102	134	102	134	111	102	17	143	18	144	12	50	12	11	50	50	50	11	50	44
117	52	71	102	72	134	111	111	71	17	144	11	12	11	44	43	12	44	12	50	12	50	11	43
117	52	71	72	111	72	111	134	17	144	78	80	50	50	43	44	50	50	11	50	50	50	50	50
117	52	102	111	102	134	134	111	49	50	142	144	11	11	50	12	44	12	11	50	11	12	44	44
117	52	134	111	71	111	71	102	81	80	43	11	50	50	43	43	50	50	50	12	11	44	43	11
117	52	71	102	102	111	111	111	17	144	50	11	11	50	44	50	50	12	50	50	50	50	50	43
117	52	111	134	111	111	72	17	144	78	80	44	50	11	12	50	50	11	44	50	11	50	50	12
117	52	111	72	71	111	134	112	78	83	112	43	50	50	44	50	12	12	44	44	11	44	50	44
117	52	72	111	111	111	134	49	142	143	144	44	12	44	44	11	11	11	43	43	50	50	11	50
117	52	72	134	102	102	111	81	80	44	12	11	11	50	50	11	50	50	43	11	43	50	11	50

